SCO_id,positions_joined,GeneID,Entry.x,Reviewed.x,Entry Name.x,Protein names.x,Gene_Names_Original.x,Length.x,Gene Names (synonym).x,Entry.y,Reviewed.y,Entry Name.y,Protein names.y,Gene_Names_Original.y,Length.y,Gene Names (synonym).y,KEGG_ID,GO_Terms,GO_Count,Metabolic_Pathways,Pathway_Count,Regulating_TFs,TF_Count,Is_TF,Regulates_Genes,Target_Count,Has_UniProt,Has_KEGG,Has_GO,Has_Pathway,Has_TF_Regulation,Annotation_Score,In_Carbon_Metabolism,In_Amino_Acid_Metabolism,In_Secondary_Metabolism,In_Actinorhodin,In_Prodigiosin,In_Calcium_Dependent_Antibiotic,In_Coelimycin_P1,In_Methylenomycin,In_Desferrioxamine,Functional_Class
SCO4180,LIB#10:G8; LIB#10:H8,SCO4180,Q9K4F8,unreviewed,Q9K4F8_STRCO,Iron uptake regulatory protein,SCO4180 SCD66.17,145.0,,Q9K4F8,unreviewed,Q9K4F8_STRCO,Iron uptake regulatory protein,SCO4180 SCD66.17,145.0,,sco:SCO4180,GO:0003700;GO:0006355,2,,0,SCO4450,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4188,LIB#10:A9; LIB#10:B9,SCO4188,Q9FCI0,unreviewed,Q9FCI0_STRCO,GntR-family transcriptional regulator,SCO4188 2SCD46.02,303.0,,Q9FCI0,unreviewed,Q9FCI0_STRCO,GntR-family transcriptional regulator,SCO4188 2SCD46.02,303.0,,sco:SCO4188,GO:0003700;GO:0006355,2,,0,"SCO0610,SCO2792,SCO3201,SCO3291,SCO4167,SCO4188,SCO4190,SCO6675",8,True,"SCO0981,SCO4187,SCO4188,SCO4189,SCO4190",5,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4190,LIB#10:C9; LIB#10:D9,SCO4190,Q9FCH9,unreviewed,Q9FCH9_STRCO,GntR-family transcriptional regulator,SCO4190 2SCD46.04,291.0,,Q9FCH9,unreviewed,Q9FCH9_STRCO,GntR-family transcriptional regulator,SCO4190 2SCD46.04,291.0,,sco:SCO4190,GO:0003700;GO:0006355,2,,0,"SCO4188,SCO4190,SCO6003,SCO6425,SCO7086,SCO7142,SCO7552",7,True,"SCO4187,SCO4188,SCO4189,SCO4190",4,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4194,LIB#10:E9; LIB#10:F9,SCO4194,Q9FCH5,unreviewed,Q9FCH5_STRCO,TetR-family transcriptional regulator,SCO4194 2SCD46.08,213.0,,Q9FCH5,unreviewed,Q9FCH5_STRCO,TetR-family transcriptional regulator,SCO4194 2SCD46.08,213.0,,sco:SCO4194,GO:0003677,1,,0,"SCO4194,SCO4391",2,True,"SCO0020,SCO0021,SCO2651,SCO3603,SCO3928,SCO4032,SCO4033,SCO4194,SCO4195,SCO4449,SCO4450,SCO4486,SCO5022",13,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4197,LIB#10:G9; LIB#10:H9,SCO4197,Q9FCH2,unreviewed,Q9FCH2_STRCO,MarR-family regulator,SCO4197 2SCD46.11,155.0,,Q9FCH2,unreviewed,Q9FCH2_STRCO,MarR-family regulator,SCO4197 2SCD46.11,155.0,,sco:SCO4197,GO:0003700;GO:0006355,2,,0,"SCO2869,SCO4197,SCO7230,SCO7719",4,True,"SCO0487,SCO2201,SCO4196,SCO4197,SCO4419,SCO4420",6,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4198,LIB#10:A10; LIB#10:B10,SCO4198,Q9FCH1,unreviewed,Q9FCH1_STRCO,DNA-binding protein,SCO4198 2SCD46.12,141.0,,Q9FCH1,unreviewed,Q9FCH1_STRCO,DNA-binding protein,SCO4198 2SCD46.12,141.0,,sco:SCO4198,GO:0003677,1,,0,"SCO1712,SCO2869,SCO3722,SCO4091,SCO4198",5,True,SCO4198,1,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4201,LIB#10:C10; LIB#10:D10,SCO4201,Q9FCG8,unreviewed,Q9FCG8_STRCO,Response regulatory domain-containing protein,SCO4201 2SCD46.15c,544.0,,Q9FCG8,unreviewed,Q9FCG8_STRCO,Response regulatory domain-containing protein,SCO4201 2SCD46.15c,544.0,,sco:SCO4201,GO:0000160,1,,0,"SCO0110,SCO0610,SCO2869,SCO5574,SCO7552",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4206,LIB#10:E10; LIB#10:F10,SCO4206,Q9FCG3,unreviewed,Q9FCG3_STRCO,AraC-family transcriptional regulator,SCO4206 2SCD46.20c,271.0,,Q9FCG3,unreviewed,Q9FCG3_STRCO,AraC-family transcriptional regulator,SCO4206 2SCD46.20c,271.0,,sco:SCO4206,GO:0003700;GO:0043565;GO:0006355,3,,0,SCO3144,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4215,LIB#10:G10; LIB#10:H10,SCO4215,Q9FCF5,unreviewed,Q9FCF5_STRCO,GntR-family regulatory protein,SCO4215 2SCD46.29,252.0,,Q9FCF5,unreviewed,Q9FCF5_STRCO,GntR-family regulatory protein,SCO4215 2SCD46.29,252.0,,sco:SCO4215,GO:0003700;GO:0006355,2,,0,"SCO2209,SCO4215",2,True,"SCO0097,SCO0484,SCO0795,SCO0819,SCO1055,SCO1259,SCO1260,SCO1619,SCO1687,SCO1852,SCO2030,SCO2043,SCO2050,SCO2051,SCO2299,SCO2300,SCO2407,SCO2450,SCO2587,SCO2816,SCO2983,SCO3448,SCO3449,SCO3585,SCO3586,SCO3739,SCO3885,SCO4214,SCO4215,SCO4283,SCO4336,SCO4337,SCO5096,SCO5552,SCO5841,SCO5842,SCO5941,SCO6015,SCO6048,SCO6049,SCO6058,SCO6059,SCO6132,SCO6133,SCO6404,SCO6405,SCO6527,SCO6760,SCO7576",49,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4230,LIB#10:A11; LIB#10:B11,SCO4230,Q9L0R1,unreviewed,Q9L0R1_STRCO,Sensory transduction protein RegX3,SCO4230 SCD8A.03,223.0,,Q9L0R1,unreviewed,Q9L0R1_STRCO,Sensory transduction protein RegX3,SCO4230 SCD8A.03,223.0,,sco:SCO4230,,0,Two-component system - Streptomyces coelicolor (path:sco02020),1,SCO1839,1,False,,0,False,True,False,True,False,2,False,False,False,False,False,False,False,False,False,
SCO4261,LIB#10:C11; LIB#10:D11,SCO4261,Q9K4F1,unreviewed,Q9K4F1_STRCO,Response regulator,SCO4261 SCD49.02c,219.0,,Q9K4F1,unreviewed,Q9K4F1_STRCO,Response regulator,SCO4261 SCD49.02c,219.0,,sco:SCO4261,GO:0006355;GO:0003677,2,,0,"SCO0307,SCO2209,SCO3173,SCO4118,SCO4261,SCO5574,SCO5803,SCO7552",8,True,"SCO0200,SCO0201,SCO0208,SCO0335,SCO0336,SCO0425,SCO0426,SCO0449,SCO0513,SCO0542,SCO0543,SCO0676,SCO0677,SCO0725,SCO0726,SCO0767,SCO0795,SCO0980,SCO0981,SCO1167,SCO1214,SCO1225,SCO1228,SCO1253,SCO1318,SCO1334,SCO1352,SCO1365,SCO1376,SCO1417,SCO1418,SCO1443,SCO1460,SCO1465,SCO1552,SCO1606,SCO1651,SCO1676,SCO1841,SCO1842,SCO1850,SCO1851,SCO1865,SCO1877,SCO1878,SCO1947,SCO1953,SCO1958,SCO2042,SCO2043,SCO2067,SCO2157,SCO2220,SCO2221,SCO2222,SCO2275,SCO2371,SCO2504,SCO2539,SCO2540,SCO2560,SCO2578,SCO2584,SCO2585,SCO2636,SCO2668,SCO2669,SCO2674,SCO2677,SCO2806,SCO2861,SCO2936,SCO2947,SCO2949,SCO2961,SCO2968,SCO2972,SCO3008,SCO3050,SCO3077,SCO3166,SCO3230,SCO3232,SCO3363,SCO3411,SCO3412,SCO3496,SCO3505,SCO3640,SCO3669,SCO3680,SCO3681,SCO3714,SCO3715,SCO3815,SCO3829,SCO3837,SCO3838,SCO3869,SCO3873,SCO3879,SCO3931,SCO3961,SCO3971,SCO4014,SCO4015,SCO4063,SCO4064,SCO4116,SCO4246,SCO4253,SCO4254,SCO4255,SCO4256,SCO4257,SCO4258,SCO4260,SCO4261,SCO4275,SCO4282,SCO4328,SCO4357,SCO4359,SCO4438,SCO4482,SCO4643,SCO4652,SCO4702,SCO4703,SCO4780,SCO4845,SCO4846,SCO4853,SCO4867,SCO4985,SCO4993,SCO4994,SCO5038,SCO5097,SCO5098,SCO5110,SCO5122,SCO5128,SCO5130,SCO5131,SCO5138,SCO5139,SCO5154,SCO5181,SCO5182,SCO5195,SCO5199,SCO5223,SCO5224,SCO5249,SCO5253,SCO5254,SCO5255,SCO5258,SCO5259,SCO5275,SCO5276,SCO5293,SCO5306,SCO5307,SCO5313,SCO5314,SCO5355,SCO5378,SCO5408,SCO5520,SCO5551,SCO5562,SCO5563,SCO5573,SCO5648,SCO5666,SCO5667,SCO5677,SCO5741,SCO5742,SCO5745,SCO5748,SCO5861,SCO5892,SCO5913,SCO5996,SCO6132,SCO6199,SCO6226,SCO6323,SCO6382,SCO6456,SCO6644,SCO6695,SCO6750,SCO6791,SCO6919,SCO7019,SCO7020,SCO7160,SCO7164,SCO7256,SCO7293,SCO7312,SCO7313,SCO7412,SCO7413,SCO7417,SCO7418,SCO7434,SCO7489,SCO7691,SCO7726,SCO7803,SCO7822",216,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4263,LIB#10:E11; LIB#10:F11,SCO4263,Q9K4E9,unreviewed,Q9K4E9_STRCO,Transcriptional regulatory protein,SCO4263 SCD49.04,1251.0,,Q9K4E9,unreviewed,Q9K4E9_STRCO,Transcriptional regulatory protein,SCO4263 SCD49.04,1251.0,,sco:SCO4263,GO:0006355,1,,0,"SCO1078,SCO3201,SCO4167,SCO5574",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4270,LIB#10:G11; LIB#10:H11,SCO4270,Q9KXX1,unreviewed,Q9KXX1_STRCO,Transcriptional regulator,SCO4270 SCD95A.03c,199.0,,Q9KXX1,unreviewed,Q9KXX1_STRCO,Transcriptional regulator,SCO4270 SCD95A.03c,199.0,,sco:SCO4270,GO:0003677,1,,0,"SCO0155,SCO4270,SCO4454,SCO4942",4,True,"SCO0711,SCO0712,SCO1334,SCO1380,SCO1381,SCO1688,SCO1689,SCO1692,SCO1693,SCO1804,SCO2868,SCO2869,SCO3120,SCO3121,SCO3157,SCO3484,SCO3831,SCO3834,SCO3835,SCO3974,SCO4007,SCO4008,SCO4270,SCO4271,SCO4372,SCO4454,SCO4455,SCO4766,SCO4900,SCO4942,SCO4943,SCO5017,SCO5172,SCO5265,SCO5266,SCO5441,SCO5478,SCO5531,SCO5532,SCO6257,SCO6265,SCO6266,SCO6287,SCO6288,SCO6321,SCO6470,SCO6471,SCO6861,SCO6862,SCO7184,SCO7470,SCO7471",52,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4276,LIB#10:A12; LIB#10:B12,SCO4276,Q9KXW5,unreviewed,Q9KXW5_STRCO,Respose regulatory protein,SCO4276 SCD95A.09,223.0,,Q9KXW5,unreviewed,Q9KXW5_STRCO,Respose regulatory protein,SCO4276 SCD95A.09,223.0,,sco:SCO4276,GO:0006355,1,,0,"SCO0433,SCO0610",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4301,LIB#10:C12; LIB#10:D12,SCO4301,Q9KXU0,unreviewed,Q9KXU0_STRCO,DNA-binding protein,SCO4301 SCD95A.34c,279.0,,Q9KXU0,unreviewed,Q9KXU0_STRCO,DNA-binding protein,SCO4301 SCD95A.34c,279.0,,sco:SCO4301,GO:0003677,1,,0,"SCO0610,SCO2869,SCO3173,SCO5574,SCO7351",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4303,LIB#10:E12; LIB#10:F12,SCO4303,Q9KXT8,unreviewed,Q9KXT8_STRCO,Transcriptional regulator,SCO4303 SCD95A.36c,202.0,,Q9KXT8,unreviewed,Q9KXT8_STRCO,Transcriptional regulator,SCO4303 SCD95A.36c,202.0,,sco:SCO4303,GO:0003677,1,,0,"SCO1289,SCO4303,SCO6393,SCO7602",4,True,"SCO4303,SCO4304",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4305,LIB#10:G12; LIB#10:H12,SCO4305,Q9KXT6,unreviewed,Q9KXT6_STRCO,HTH tetR-type domain-containing protein,SCO4305 SCD95A.38c,197.0,,Q9KXT6,unreviewed,Q9KXT6_STRCO,HTH tetR-type domain-containing protein,SCO4305 SCD95A.38c,197.0,,sco:SCO4305,GO:0003677,1,,0,"SCO4102,SCO7552,SCO7585",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4308,LIB#11:A1; LIB#11:B1,SCO4308,Q9KXT3,unreviewed,Q9KXT3_STRCO,Transcriptional regulator,SCO4308 SCD95A.41c,320.0,,Q9KXT3,unreviewed,Q9KXT3_STRCO,Transcriptional regulator,SCO4308 SCD95A.41c,320.0,,sco:SCO4308,,0,,0,"SCO2143,SCO4308,SCO5574",3,True,"SCO2757,SCO2758,SCO4308,SCO4309,SCO7243,SCO7244",6,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO4313,LIB#11:C1; LIB#11:D1,SCO4313,Q9KXS8,unreviewed,Q9KXS8_STRCO,Regulatory protein,SCO4313 SCD95A.46,216.0,,Q9KXS8,unreviewed,Q9KXS8_STRCO,Regulatory protein,SCO4313 SCD95A.46,216.0,,sco:SCO4313,GO:0003677,1,,0,"SCO4313,SCO5574",2,True,"SCO0249,SCO0250,SCO0440,SCO1193,SCO1194,SCO2200,SCO2201,SCO2310,SCO4034,SCO4111,SCO4112,SCO4312,SCO4313,SCO4336,SCO4337,SCO7258,SCO7259",17,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4336,LIB#11:E1; LIB#11:F1,SCO4336,Q9KXM1,unreviewed,Q9KXM1_STRCO,MarR-family protein,SCO4336 SCD12A.19,145.0,,Q9KXM1,unreviewed,Q9KXM1_STRCO,MarR-family protein,SCO4336 SCD12A.19,145.0,,sco:SCO4336,GO:0003700;GO:0006355,2,,0,"SCO0610,SCO2647,SCO4215,SCO4313,SCO4336",5,True,"SCO1570,SCO1571,SCO2309,SCO2310,SCO2497,SCO2498,SCO2624,SCO3185,SCO4032,SCO4033,SCO4335,SCO4336,SCO5159,SCO5160,SCO5163,SCO5164,SCO6619,SCO6620,SCO7188,SCO7200,SCO7201",21,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4358,LIB#11:G1; LIB#11:H1,SCO4358,Q9F2Y9,unreviewed,Q9F2Y9_STRCO,TetR family transcriptional regulatory protein,SCO4358 SCD19.13c,268.0,,Q9F2Y9,unreviewed,Q9F2Y9_STRCO,TetR family transcriptional regulatory protein,SCO4358 SCD19.13c,268.0,,sco:SCO4358,GO:0003677,1,,0,"SCO4118,SCO4358,SCO5803,SCO6299,SCO6393,SCO6993,SCO7624",7,True,"SCO4358,SCO4359",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4363,LIB#11:A2; LIB#11:B2,SCO4363,Q9F2Y4,unreviewed,Q9F2Y4_STRCO,Two component system response regulator,SCO4363 SCD19.18,226.0,,Q9F2Y4,unreviewed,Q9F2Y4_STRCO,Two component system response regulator,SCO4363 SCD19.18,226.0,,sco:SCO4363,GO:0006355,1,,0,SCO7142,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4375,LIB#11:C2; LIB#11:D2,SCO4375,Q9K3W9,unreviewed,Q9K3W9_STRCO,MarR-family regulatory protein,SCO4375 SCD10.07,164.0,,Q9K3W9,unreviewed,Q9K3W9_STRCO,MarR-family regulatory protein,SCO4375 SCD10.07,164.0,,sco:SCO4375,GO:0003700;GO:0006355,2,,0,"SCO1890,SCO2987,SCO3914,SCO4375,SCO4450,SCO6565,SCO7694",7,True,"SCO4374,SCO4375",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4385,LIB#11:E2; LIB#11:F2,SCO4385,Q9K3V9,unreviewed,Q9K3V9_STRCO,TetR-family transcriptional regulator,SCO4385 SCD10.17,202.0,,Q9K3V9,unreviewed,Q9K3V9_STRCO,TetR-family transcriptional regulator,SCO4385 SCD10.17,202.0,,sco:SCO4385,GO:0003677,1,,0,SCO3173,1,True,"SCO0047,SCO0048,SCO0049,SCO0090,SCO0124,SCO0143,SCO0159,SCO0166,SCO0167,SCO0283,SCO0284,SCO0289,SCO0292,SCO0293,SCO0362,SCO0449,SCO0465,SCO0466,SCO0492,SCO0505,SCO0536,SCO0632,SCO0666,SCO0681,SCO0715,SCO0724,SCO0765,SCO0823,SCO0941,SCO0960,SCO0967,SCO0968,SCO0978,SCO1002,SCO1003,SCO1042,SCO1094,SCO1095,SCO1107,SCO1108,SCO1116,SCO1129,SCO1130,SCO1167,SCO1169,SCO1227,SCO1403,SCO1462,SCO1644,SCO1662,SCO1663,SCO1667,SCO1668,SCO1694,SCO1729,SCO1755,SCO1771,SCO1792,SCO1793,SCO1794,SCO1839,SCO1916,SCO1963,SCO1977,SCO1978,SCO1979,SCO2007,SCO2026,SCO2093,SCO2180,SCO2181,SCO2193,SCO2194,SCO2278,SCO2299,SCO2336,SCO2383,SCO2397,SCO2398,SCO2423,SCO2463,SCO2504,SCO2566,SCO2604,SCO2608,SCO2671,SCO2687,SCO2688,SCO2689,SCO2690,SCO2717,SCO2776,SCO3011,SCO3020,SCO3040,SCO3071,SCO3110,SCO3116,SCO3121,SCO3177,SCO3194,SCO3198,SCO3199,SCO3261,SCO3262,SCO3287,SCO3359,SCO3407,SCO3445,SCO3446,SCO3490,SCO3507,SCO3547,SCO3549,SCO3550,SCO3615,SCO3678,SCO3703,SCO3721,SCO3722,SCO3807,SCO3821,SCO3842,SCO3911,SCO3928,SCO3937,SCO3945,SCO3990,SCO3992,SCO3998,SCO4006,SCO4016,SCO4075,SCO4084,SCO4085,SCO4090,SCO4092,SCO4209,SCO4210,SCO4213,SCO4231,SCO4238,SCO4239,SCO4281,SCO4282,SCO4320,SCO4321,SCO4329,SCO4377,SCO4378,SCO4481,SCO4498,SCO4499,SCO4505,SCO4522,SCO4612,SCO4615,SCO4635,SCO4651,SCO4662,SCO4663,SCO4672,SCO4673,SCO4697,SCO4753,SCO4754,SCO4765,SCO4766,SCO4820,SCO4822,SCO4823,SCO4824,SCO4862,SCO4873,SCO4874,SCO4885,SCO4901,SCO4939,SCO4940,SCO4946,SCO4979,SCO5014,SCO5015,SCO5084,SCO5085,SCO5123,SCO5146,SCO5199,SCO5240,SCO5269,SCO5284,SCO5329,SCO5330,SCO5331,SCO5332,SCO5371,SCO5414,SCO5451,SCO5555,SCO5556,SCO5638,SCO5639,SCO5640,SCO5648,SCO5649,SCO5729,SCO5748,SCO5776,SCO5839,SCO5840,SCO5931,SCO5964,SCO6020,SCO6107,SCO6198,SCO6204,SCO6208,SCO6209,SCO6225,SCO6237,SCO6238,SCO6261,SCO6268,SCO6269,SCO6280,SCO6294,SCO6377,SCO6381,SCO6382,SCO6390,SCO6399,SCO6429,SCO6461,SCO6509,SCO6510,SCO6588,SCO6626,SCO6627,SCO6633,SCO6635,SCO6640,SCO6711,SCO6758,SCO6906,SCO6909,SCO6974,SCO6986,SCO7027,SCO7028,SCO7094,SCO7095,SCO7102,SCO7156,SCO7157,SCO7308,SCO7309,SCO7311,SCO7608,SCO7727,SCO7736,SCO7747",261,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4391,LIB#11:G2; LIB#11:H2,SCO4391,Q9K3V3,unreviewed,Q9K3V3_STRCO,HTH hxlR-type domain-containing protein,SCO4391 SCD10.23c,132.0,,Q9K3V3,unreviewed,Q9K3V3_STRCO,HTH hxlR-type domain-containing protein,SCO4391 SCD10.23c,132.0,,sco:SCO4391,,0,,0,"SCO4391,SCO5574,SCO7552",3,True,"SCO0035,SCO0069,SCO0070,SCO0105,SCO0145,SCO0157,SCO0158,SCO0192,SCO0259,SCO0269,SCO0271,SCO0342,SCO0385,SCO0410,SCO0411,SCO0423,SCO0424,SCO0432,SCO0451,SCO0462,SCO0463,SCO0501,SCO0698,SCO0727,SCO0728,SCO0876,SCO0912,SCO0966,SCO0975,SCO1000,SCO1066,SCO1107,SCO1108,SCO1143,SCO1176,SCO1222,SCO1280,SCO1292,SCO1333,SCO1343,SCO1344,SCO1386,SCO1387,SCO1389,SCO1408,SCO1417,SCO1432,SCO1434,SCO1443,SCO1521,SCO1557,SCO1558,SCO1709,SCO1710,SCO1744,SCO1745,SCO1791,SCO1792,SCO1843,SCO1863,SCO2023,SCO2067,SCO2068,SCO2076,SCO2083,SCO2107,SCO2123,SCO2124,SCO2193,SCO2207,SCO2237,SCO2238,SCO2243,SCO2244,SCO2253,SCO2254,SCO2299,SCO2329,SCO2371,SCO2383,SCO2409,SCO2444,SCO2465,SCO2470,SCO2471,SCO2534,SCO2572,SCO2580,SCO2581,SCO2615,SCO2622,SCO2635,SCO2657,SCO2689,SCO2755,SCO2761,SCO2833,SCO2906,SCO2944,SCO2968,SCO3004,SCO3005,SCO3054,SCO3055,SCO3097,SCO3153,SCO3154,SCO3182,SCO3183,SCO3246,SCO3247,SCO3261,SCO3309,SCO3446,SCO3452,SCO3460,SCO3462,SCO3463,SCO3471,SCO3472,SCO3480,SCO3503,SCO3575,SCO3582,SCO3621,SCO3655,SCO3656,SCO3750,SCO3775,SCO3776,SCO3843,SCO3870,SCO3878,SCO3900,SCO3910,SCO3955,SCO3956,SCO3978,SCO3979,SCO4049,SCO4057,SCO4070,SCO4071,SCO4153,SCO4154,SCO4194,SCO4195,SCO4218,SCO4219,SCO4244,SCO4246,SCO4247,SCO4256,SCO4257,SCO4258,SCO4284,SCO4285,SCO4322,SCO4382,SCO4383,SCO4391,SCO4392,SCO4501,SCO4502,SCO4518,SCO4519,SCO4593,SCO4615,SCO4627,SCO4631,SCO4635,SCO4647,SCO4654,SCO4655,SCO4688,SCO4697,SCO4698,SCO4699,SCO4702,SCO4703,SCO4707,SCO4708,SCO4716,SCO4717,SCO4756,SCO4757,SCO4774,SCO4815,SCO4816,SCO4820,SCO4821,SCO4826,SCO4931,SCO4951,SCO4978,SCO4994,SCO5038,SCO5049,SCO5071,SCO5099,SCO5170,SCO5171,SCO5173,SCO5189,SCO5190,SCO5191,SCO5201,SCO5205,SCO5216,SCO5227,SCO5228,SCO5241,SCO5242,SCO5269,SCO5281,SCO5351,SCO5370,SCO5376,SCO5398,SCO5399,SCO5411,SCO5419,SCO5456,SCO5483,SCO5484,SCO5511,SCO5514,SCO5603,SCO5612,SCO5623,SCO5642,SCO5643,SCO5714,SCO5747,SCO5767,SCO5832,SCO5846,SCO5848,SCO5890,SCO5891,SCO5989,SCO5990,SCO6003,SCO6004,SCO6021,SCO6025,SCO6062,SCO6082,SCO6084,SCO6085,SCO6205,SCO6206,SCO6236,SCO6237,SCO6239,SCO6240,SCO6281,SCO6373,SCO6375,SCO6382,SCO6444,SCO6456,SCO6467,SCO6472,SCO6542,SCO6596,SCO6606,SCO6612,SCO6613,SCO6631,SCO6641,SCO6656,SCO6672,SCO6680,SCO6738,SCO6787,SCO6794,SCO6820,SCO6878,SCO7015,SCO7046,SCO7047,SCO7127,SCO7141,SCO7142,SCO7147,SCO7148,SCO7154,SCO7170,SCO7218,SCO7273,SCO7282,SCO7297,SCO7332,SCO7338,SCO7342,SCO7445,SCO7482,SCO7483,SCO7589,SCO7610,SCO7648,SCO7649,SCO7679,SCO7719,SCO7720,SCO7774,SCO7798,SCO7809,SCO7810",310,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO4394,LIB#1:E5; LIB#1:E6,SCO4394,Q7AKJ7,unreviewed,Q7AKJ7_STRCO,DmdR1 protein (Iron repressor),desR dmdR1 SCO4394 SCD10.26,230.0,dmdR1,Q7AKJ7,unreviewed,Q7AKJ7_STRCO,DmdR1 protein (Iron repressor),desR dmdR1 SCO4394 SCD10.26,230.0,dmdR1,sco:SCO4394,GO:0003677,1,,0,"SCO1078,SCO7056",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4407,LIB#11:A3; LIB#11:B3,SCO4407,Q9F381,unreviewed,Q9F381_STRCO,HTH arsR-type domain-containing protein,SCO4407 SC6F11.05,257.0,,Q9F381,unreviewed,Q9F381_STRCO,HTH arsR-type domain-containing protein,SCO4407 SC6F11.05,257.0,,sco:SCO4407,GO:0003700;GO:0006355,2,,0,"SCO0610,SCO2280,SCO2378,SCO2875,SCO3979,SCO4407,SCO6105,SCO6299,SCO6792,SCO7742",10,True,"SCO2047,SCO2048,SCO2427,SCO2570,SCO2571,SCO4406,SCO4407,SCO5577,SCO5578,SCO7815",10,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4409,LIB#11:C3; LIB#11:D3,SCO4409,Q9F379,unreviewed,Q9F379_STRCO,RNA polymerase sigma factor,SCO4409 SC6F11.07c,197.0,,Q9F379,unreviewed,Q9F379_STRCO,RNA polymerase sigma factor,SCO4409 SC6F11.07c,197.0,,sco:SCO4409,GO:0003700;GO:0006352;GO:0006355,3,,0,"SCO0110,SCO0745,SCO2865,SCO5803,SCO6675",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4413,LIB#11:E3; LIB#11:F3,SCO4413,Q9F375,unreviewed,Q9F375_STRCO,AraC family transcriptional regulatory protein,SCO4413 SC6F11.11c,344.0,,Q9F375,unreviewed,Q9F375_STRCO,AraC family transcriptional regulatory protein,SCO4413 SC6F11.11c,344.0,,sco:SCO4413,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO0605,SCO1289,SCO4413,SCO5416,SCO5574,SCO7512",6,True,"SCO2764,SCO2765,SCO3341,SCO4413,SCO4414,SCO6393,SCO7386",7,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
